4;
6;
3;
16;
3;
29;
2;
14;
5;
11;
3;
20;
11;
6;
12;
8;
5;
5;
9;
11;
8;
5;
9;
4;
6;
18;
8;
21;
2;
13;
6;
11;
3;
7;
19;
10;
8;
2;
23;
15;
8;
5;
7;
12;
36;
43;
7;
18;
9;
4;
5;
4;
3;
2;
2;
4;
8;
2;
3;
9;
3;
7;
10;
18;
2;
10;
7;
3;
2;
4;
5;
13;
14;
16;
9;
8;
10;
15;
6;
5;
2;
17;
16;
16;
11;
5;
7;
11;
21;
7;
18;
1;
7;
4;
5;
4;
16;
9;
2;
5;
5;
12;
7;
5;
2;
6;
5;
9;
4;
5;
8;
3;
7;
19;
1;
4;
14;
5;
8;
5;
4;
4;
3;
8;
1;
9;
10;
2;
6;
7;
13;
5;
12;
7;
12;
16;
11;
4;
8;
4;
7;
3;
13;
4;
4;
7;
5;
23;
6;
3;
5;
1;
27;
5;
5;
4;
3;
6;
8;
5;
6;
9;
3;
4;
2;
5;
3;
3;
4;
4;
9;
2;
8;
13;
19;
16;
4;
4;
3;
7;
2;
7;
5;
14;
8;
3;
4;
9;
10;
30;
3;
10;
9;
11;
6;
2;
14;
5;
4;
2;
7;
4;
3;
4;
10;
8;
10;
3;
9;
8;
5;
2;
4;
11;
3;
4;
4;
12;
7;
6;
5;
4;
16;
2;
3;
8;
2;
2;
3;
21;
3;
5;
3;
3;
4;
3;
9;
8;
6;
2;
3;
2;
2;
9;
10;
3;
5;
13;
18;
23;
1;
9;
7;
11;
3;
8;
21;
5;
14;
18;
13;
12;
2;
10;
24;
4;
7;
5;
6;
6;
3;
9;
4;
3;
12;
3;
11;
3;
20;
6;
2;
8;
7;
2;
4;
6;
20;
7;
10;
11;
2;
5;
2;
9;
2;
7;
2;
8;
2;
13;
8;
18;
11;
2;
3;
4;
6;
8;
8;
7;
6;
6;
14;
6;
7;
10;
9;
7;
9;
7;
4;
6;
8;
7;
5;
2;
9;
6;
2;
2;
6;
4;
3;
2;
11;
4;
14;
4;
1;
3;
5;
3;
5;
3;
9;
14;
10;
9;
12;
5;
8;
7;
9;
2;
2;
4;
2;
7;
2;
4;
10;
3;
2;
6;
10;
10;
2;
4;
10;
2;
2;
9;
14;
2;
7;
10;
17;
3;
6;
12;
5;
6;
2;
7;
5;
2;
10;
7;
8;
13;
7;
3;
4;
3;
2;
5;
7;
6;
10;
15;
6;
6;
7;
8;
8;
10;
3;
1;
8;
6;
3;
7;
