0;162;
0;162;
1;164;
0;162;
0;162;
0;162;
0;162;
0;162;
0;162;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
1;164;
2;166;
2;166;
2;166;
2;166;
2;166;
2;166;
2;166;
1;164;
1;165;
3;168;
3;168;
3;168;
3;168;
3;168;
3;168;
3;168;
3;168;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
5;172;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
4;170;
8;179;
4;171;
4;171;
4;171;
4;171;
6;175;
4;171;
4;171;
4;171;
4;171;
4;171;
4;171;
5;173;
4;171;
4;171;
4;171;
4;171;
6;175;
4;171;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;173;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
4;172;
7;179;
7;179;
7;179;
6;177;
6;177;
7;179;
7;179;
6;177;
8;180;
7;179;
8;180;
8;180;
7;180;
12;191;
8;183;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
13;194;
10;186;
13;194;
8;184;
8;184;
13;194;
8;184;
8;184;
8;184;
13;194;
13;194;
13;194;
13;194;
13;194;
9;187;
13;194;
13;194;
10;187;
10;187;
10;187;
10;187;
10;187;
10;188;
13;195;
10;187;
11;189;
11;189;
10;187;
11;189;
8;184;
10;187;
11;190;
11;190;
12;192;
12;192;
12;191;
10;188;
11;190;
8;184;
10;189;
10;189;
12;192;
10;189;
14;196;
10;186;
14;197;
10;189;
13;194;
10;190;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
15;198;
16;200;
15;198;
15;198;
10;189;
15;200;
13;197;
15;200;
12;194;
13;199;
15;200;
10;189;
13;195;
13;195;
10;190;
11;192;
11;192;
17;207;
15;199;
15;199;
15;199;
17;204;
15;199;
11;192;
11;192;
11;192;
15;199;
15;199;
14;198;
11;193;
11;192;
15;200;
15;202;
16;204;
11;192;
12;195;
15;203;
12;195;
15;203;
12;196;
16;202;
11;191;
11;192;
11;191;
13;199;
11;192;
17;204;
20;210;
16;205;
20;210;
16;205;
16;205;
19;208;
14;201;
19;208;
20;210;
17;207;
14;199;
17;207;
11;192;
12;195;
14;202;
20;212;
15;205;
17;205;
15;205;
20;210;
18;207;
24;218;
22;215;
24;218;
16;204;
21;212;
14;202;
16;204;
16;205;
21;212;
16;206;
21;212;
21;212;
18;209;
21;212;
16;206;
21;212;
16;207;
14;198;
16;204;
18;208;
19;210;
19;209;
16;208;
23;218;
16;204;
17;208;
17;206;
16;204;
17;208;
20;214;
16;204;
20;212;
20;213;
15;202;
25;222;
17;206;
21;213;
19;210;
20;213;
23;219;
20;212;
25;222;
25;222;
16;205;
18;210;
23;221;
16;205;
21;214;
20;212;
21;214;
22;216;
22;218;
21;215;
23;218;
22;216;
23;219;
22;216;
22;217;
22;217;
18;211;
23;218;
22;217;
23;219;
22;217;
22;216;
26;226;
23;217;
19;213;
23;219;
24;221;
23;221;
19;213;
19;213;
23;220;
21;217;
21;217;
20;215;
19;213;
22;220;
22;220;
25;227;
27;226;
27;226;
25;226;
27;226;
27;226;
22;221;
27;227;
21;219;
27;226;
17;210;
21;220;
27;226;
28;232;
17;210;
20;217;
27;227;
27;227;
27;227;
27;227;
22;221;
27;232;
22;220;
27;227;
26;227;
27;229;
26;229;
22;222;
29;233;
22;223;
28;230;
23;225;
28;229;
24;226;
27;229;
19;214;
28;230;
24;224;
28;231;
29;232;
27;231;
19;214;
33;239;
20;216;
30;234;
20;216;
33;242;
33;242;
29;234;
30;234;
30;234;
27;231;
29;232;
30;236;
29;231;
29;231;
24;226;
26;231;
30;233;
29;233;
30;235;
29;232;
29;233;
29;232;
31;237;
30;235;
30;236;
30;234;
26;233;
24;227;
33;240;
30;236;
27;235;
27;234;
33;241;
33;240;
33;240;
31;240;
24;226;
33;241;
22;221;
32;239;
33;240;
35;249;
32;243;
32;238;
34;243;
35;249;
35;249;
29;234;
35;249;
35;249;
33;246;
30;235;
30;235;
28;236;
30;235;
36;249;
26;232;
34;248;
30;235;
33;242;
25;231;
30;235;
34;245;
35;247;
37;252;
25;230;
38;255;
38;255;
39;257;
37;252;
39;258;
33;242;
39;258;
38;255;
39;258;
38;255;
39;258;
37;253;
33;243;
33;243;
39;254;
38;256;
40;259;
39;257;
32;242;
41;261;
32;243;
38;254;
39;257;
36;253;
36;253;
36;249;
40;259;
42;263;
40;259;
40;259;
41;261;
40;259;
39;259;
41;261;
41;261;
44;266;
41;261;
41;262;
41;261;
41;261;
42;263;
41;261;
41;261;
41;261;
41;261;
39;259;
41;261;
37;250;
45;270;
39;261;
43;265;
40;262;
42;265;
36;248;
39;260;
36;248;
36;248;
43;265;
41;262;
44;267;
44;268;
38;257;
39;259;
42;264;
42;264;
42;265;
40;261;
39;259;
41;261;
43;266;
45;270;
42;265;
40;263;
38;259;
40;261;
40;264;
40;261;
37;251;
39;259;
40;262;
45;270;
42;266;
44;269;
38;259;
39;261;
44;270;
42;265;
40;262;
36;256;
41;261;
43;271;
45;273;
40;263;
43;267;
38;260;
37;258;
37;258;
47;272;
37;258;
47;272;
45;272;
45;271;
47;272;
37;259;
41;266;
41;266;
44;271;
39;255;
49;280;
42;261;
43;270;
40;264;
43;270;
40;264;
49;276;
50;282;
41;259;
50;282;
47;280;
49;276;
37;258;
37;258;
38;260;
37;258;
38;260;
37;258;
38;260;
38;260;
38;260;
38;260;
38;260;
38;260;
38;260;
39;262;
48;277;
38;260;
38;261;
38;260;
53;286;
38;260;
39;263;
38;260;
39;262;
40;265;
40;264;
52;284;
40;264;
40;264;
39;262;
39;263;
54;288;
39;263;
39;262;
40;264;
39;262;
52;287;
52;282;
40;265;
41;266;
40;264;
42;268;
44;272;
43;270;
43;270;
43;270;
43;270;
43;270;
43;270;
43;270;
44;272;
43;270;
44;273;
45;274;
46;279;
39;262;
44;273;
39;262;
43;270;
45;274;
46;276;
39;263;
39;263;
39;263;
45;275;
45;275;
45;276;
45;275;
46;277;
45;274;
54;292;
40;265;
48;280;
47;278;
45;276;
53;290;
46;277;
47;279;
46;277;
46;277;
40;265;
45;276;
54;295;
46;277;
46;277;
40;265;
46;277;
46;279;
46;280;
40;267;
47;279;
41;268;
41;267;
40;267;
47;281;
47;281;
41;267;
41;267;
43;272;
54;295;
41;268;
49;283;
42;269;
43;272;
42;269;
48;285;
48;285;
43;272;
42;272;
48;285;
44;274;
42;270;
48;286;
48;288;
48;286;
44;274;
44;274;
47;282;
44;274;
43;272;
44;275;
42;271;
43;273;
44;275;
43;272;
43;272;
43;272;
44;274;
45;276;
44;274;
44;274;
44;274;
44;274;
48;285;
45;276;
44;276;
46;279;
44;275;
45;276;
45;276;
44;274;
49;287;
44;274;
46;280;
46;280;
46;278;
46;281;
46;281;
45;278;
45;277;
45;277;
47;282;
44;276;
47;283;
46;278;
46;278;
45;276;
45;277;
45;280;
46;281;
48;285;
49;286;
47;284;
44;277;
46;282;
48;285;
48;284;
50;291;
47;283;
46;281;
47;284;
46;281;
50;288;
48;286;
50;288;
46;281;
46;281;
49;286;
50;289;
50;288;
45;279;
49;286;
48;286;
47;284;
51;290;
48;287;
51;290;
48;286;
50;289;
50;289;
53;295;
52;294;
50;289;
52;292;
52;292;
53;295;
52;292;
51;290;
53;295;
49;289;
53;295;
52;292;
50;290;
53;295;
55;298;
56;301;
55;298;
55;298;
54;298;
54;296;
55;298;
52;293;
51;290;
53;297;
57;302;
56;300;
53;295;
51;291;
54;298;
54;297;
55;299;
54;298;
54;297;
53;294;
55;300;
57;302;
56;301;
53;297;
56;301;
58;307;
58;307;
56;301;
57;303;
58;307;
55;300;
57;302;
56;302;
59;308;
57;304;
56;303;
59;308;
57;304;
57;303;
58;305;
53;296;
51;292;
55;300;
56;303;
58;305;
64;319;
58;305;
57;304;
58;307;
64;319;
57;304;
60;309;
61;315;
60;309;
60;309;
58;305;
60;310;
58;307;
58;306;
61;313;
59;307;
58;307;
59;309;
57;306;
59;308;
60;310;
57;307;
58;306;
58;307;
62;314;
62;314;
60;310;
59;308;
63;316;
59;308;
60;311;
58;308;
64;319;
62;313;
60;312;
61;313;
62;315;
60;310;
61;314;
62;316;
59;310;
61;314;
62;316;
61;314;
59;309;
60;311;
60;311;
63;316;
61;312;
62;317;
61;313;
63;321;
60;312;
62;317;
62;317;
59;311;
60;312;
66;324;
61;313;
61;312;
60;312;
61;313;
62;317;
63;318;
60;311;
60;313;
62;315;
62;315;
62;318;
61;315;
65;321;
62;315;
63;319;
63;317;
63;319;
64;320;
65;322;
65;320;
63;320;
63;321;
63;319;
62;317;
64;320;
66;325;
66;325;
63;319;
63;321;
63;318;
64;323;
62;319;
65;323;
66;326;
70;333;
62;317;
67;327;
63;319;
62;317;
70;335;
63;319;
69;330;
71;334;
63;321;
69;331;
67;328;
64;324;
70;333;
67;328;
64;324;
65;325;
70;333;
71;334;
64;320;
67;324;
66;327;
65;323;
68;330;
66;327;
66;327;
66;328;
67;325;
72;336;
67;328;
72;340;
69;333;
69;333;
68;331;
68;331;
68;331;
68;331;
68;331;
68;331;
75;343;
69;333;
66;325;
69;333;
69;333;
73;339;
69;333;
70;335;
69;333;
69;334;
74;342;
69;335;
70;335;
70;337;
69;334;
69;333;
64;323;
69;333;
70;336;
69;334;
69;334;
70;336;
69;335;
71;337;
75;345;
70;337;
72;340;
70;338;
69;335;
72;340;
70;338;
71;336;
70;337;
73;341;
73;342;
76;348;
72;340;
69;334;
72;340;
70;335;
71;337;
72;339;
69;334;
73;341;
71;337;
69;334;
71;337;
72;340;
71;339;
71;338;
74;343;
71;339;
72;339;
72;339;
73;341;
73;342;
74;345;
73;342;
73;341;
74;343;
73;342;
73;342;
73;342;
75;346;
75;346;
76;349;
75;345;
75;345;
73;341;
76;348;
75;346;
75;347;
73;342;
75;345;
75;345;
76;347;
75;346;
74;343;
76;348;
76;348;
79;355;
74;348;
78;353;
74;344;
78;353;
74;348;
74;348;
80;357;
75;346;
78;352;
73;344;
75;349;
76;351;
74;346;
80;357;
73;344;
80;358;
75;347;
74;344;
78;353;
77;350;
74;346;
74;344;
77;350;
77;350;
75;348;
74;347;
75;346;
79;355;
73;342;
74;344;
77;350;
78;354;
76;354;
77;353;
76;351;
75;350;
76;350;
77;351;
75;350;
80;357;
81;360;
80;357;
80;357;
77;355;
76;350;
83;361;
82;362;
84;363;
83;364;
84;364;
82;362;
75;348;
83;364;
83;364;
83;361;
83;364;
82;363;
84;364;
82;362;
83;364;
81;359;
83;364;
84;366;
81;360;
84;366;
84;366;
81;360;
81;360;
84;366;
80;359;
81;361;
80;360;
82;363;
81;363;
84;366;
87;376;
85;368;
85;369;
86;370;
85;368;
87;375;
86;372;
86;372;
83;367;
83;369;
77;354;
84;365;
83;367;
84;365;
86;372;
86;370;
83;369;
86;372;
86;370;
85;373;
85;373;
85;373;
85;374;
85;373;
78;356;
85;373;
85;373;
83;367;
85;373;
87;376;
85;373;
85;373;
85;373;
85;374;
85;374;
85;373;
85;373;
85;373;
85;373;
85;374;
85;374;
85;374;
86;376;
85;373;
86;376;
87;378;
87;378;
87;378;
86;372;
91;384;
87;378;
88;380;
89;382;
87;378;
91;382;
88;381;
87;374;
89;379;
89;379;
89;381;
81;361;
88;379;
86;373;
84;367;
86;373;
94;387;
86;373;
82;364;
91;385;
86;377;
81;361;
87;379;
95;391;
89;377;
87;379;
88;377;
94;388;
87;379;
92;386;
90;384;
94;388;
87;379;
87;379;
94;388;
88;374;
83;367;
94;388;
83;366;
83;366;
94;388;
90;385;
90;385;
83;366;
83;366;
88;381;
95;392;
94;389;
87;382;
95;393;
89;377;
99;398;
88;381;
94;389;
95;389;
93;390;
93;390;
98;396;
92;389;
92;388;
94;392;
94;392;
93;391;
85;375;
92;383;
92;388;
94;392;
91;383;
94;392;
94;392;
89;381;
93;390;
91;383;
98;396;
92;390;
94;393;
92;389;
94;392;
92;386;
92;390;
92;386;
91;384;
93;394;
88;377;
93;388;
95;396;
96;397;
99;398;
94;390;
95;395;
97;400;
94;389;
96;401;
96;396;
88;386;
89;380;
95;395;
94;389;
94;393;
96;395;
